Position,Artist,Song,Streams
6340,Dua Lipa ,Want To,1133013
6341,Seeb ,Drink About,1132263
6342,KAROL G ,CAIRO,1132201
6343,PnB Rock ,Misunderstood,1131311
6344,Chantel Jeffries ,Wait (Featuring Offset & Vory),1130016
6345,Flo Rida ,Hello Friday,1129770
6346,Taylor Swift ,All Too Well (Sad Girl Autumn Version)  Recorded at Long Pond Studios,1128515
6347,Kendrick Lamar ,Backseat Freestyle,1127914
6348,Chris Brown ,Go Crazy (Remix),1126473
6349,Kid Cudi ,By Design,1126312
6350,Lil Durk ,Stay Down,1125921
6351,Chance the Rapper ,Get A Bag,1125885
6352,Bad Bunny ,RONCA FREESTYLE,1125368
6353,Halsey ,Drive,1123949
6354,Polo G ,First Place,1122921
6355,Imagine Dragons ,Start Over,1122497
6356,Soundgarden ,Black Hole Sun,1121991
6357,Beyoncé ,Love Drought,1120531
6358,A Boogie Wit da Hoodie ,Secrets,1119749
6359,Lil Baby ,This Week,1116822
6360,Sia ,Reaper,1115180
6361,Shawn Mendes ,No Promises,1114940
6362,Mac Miller ,So It Goes,1114807
6363,Fivio Foreign ,Changed On Me,1114282
6364,Pierce The Veil ,Pass The Nirvana,1113725
6365,Anderson .Paak ,Make It Better,1113655
6366,Lil Wayne ,Bing James (ft. Jay Rock),1113021
6367,The 1975 ,TOOTIMETOOTIMETOOTIME,1112771
6368,Justin Bieber ,Red Eye,1112162
6369,Kendrick Lamar ,untitled 06 | 06.30.2014.,1111926
6370,Roddy Ricch ,Aston Martin Truck,1111398
6371,Meek Mill ,Been That,1111009
6372,ZAYN ,fOoL fOr YoU,1110562
6373,Young Thug ,Killed Before,1110354
6374,Lady Gaga ,Diamond Heart,1110307
6375,Jennifer Lopez ,Booty,1110133
6376,G Herbo ,Who Run It (Remix) [Feat. Lil Uzi Vert],1109671
6377,Wale ,My Boy,1108305
6378,Wiz Khalifa ,Contact,1108077
6379,SZA ,Drew Barrymore,1107968
6380,Eminem ,Need Me,1107755
6381,Future ,XanaX Damage,1107706
6382,Dreamville ,"Ladies, Ladies, Ladies",1106785
6383,Anderson .Paak ,Lockdown,1106700
6384,Bruno Mars ,Perm,1106203
6385,DJ Khaled ,Freak N You,1104373
6386,Quality Control ,Double Trouble (Quavo feat. Meek Mill),1103004
6387,Ugly God ,Stop Smoking Black & Milds,1102115
6388,YoungBoy Never Broke Again ,In Control,1101147
6389,Lil Tjay ,Move On,1099978
6390,RM ,Wild Flower,1099829
6391,Linkin Park ,One More Light,1098918
6392,Gunna ,MOTW,1097670
6393,Trippie Redd ,PILL BREAKER,1097472
6394,Shawn Mendes ,Don't Be A Fool,1097380
6395,Future ,Bought A Bad Bitch,1097331
6396,Nio Garcia ,AM,1096484
6397,Taylor Swift ,So It Goes...,1094539
6398,Talking Heads ,Psycho Killer  2005 Remastered Version,1092301
6399,NAV ,Status,1092202
6400,Vince Guaraldi Trio ,What Child Is This,1090789
6401,Eartha Kitt ,Santa Baby,1090694
6402,Future ,LIKE ME,1090659
6403,Maroon 5 ,Sugar  Remix,1090068
6404,SiM ,The Rumbling,1089655
6405,Logic ,5 Hooks,1089390
6406,MKTO ,Bad Girls,1088466
6407,Lil Eazzyy ,Onna Come Up,1087967
6408,DMX ,Slippin',1087412
6409,Kehlani ,Everybody Business,1086720
6410,Young Money ,Trophies,1086377
6411,Brett Eldredge ,Wanna Be That Song,1086166
6412,Morgan Wallen ,Need A Boat,1086152
6413,Eminem ,Alfred  Outro,1085446
6414,FLETCHER ,Live Young Die Free,1085244
6415,Rod Wave ,Already Won,1085102
6416,Halsey ,SUGA's Interlude,1084832
6417,Juice WRLD ,Eminem Speaks,1084804
6418,Lil Peep ,16 Lines,1084134
6419,Justin Timberlake ,Higher Higher,1083875
6420,Zedd ,True Colors,1082519
6421,Cochise ,Hatchback,1082026
6422,Sam Hunt ,Drinkin' Too Much,1080212
6423,John Mayer ,Changing,1079991
6424,Backstreet Boys ,Everybody (Backstreet's Back),1079605
6425,Young Thug ,Boy Back,1079215
6426,Bon Iver ,"Hey, Ma",1078684
6427,Gucci Mane ,Make Love,1078654
6428,Halsey ,The Tradition,1077896
6429,iann dior ,let you,1077644
6430,Joji ,Reanimator,1077134
6431,Don Toliver ,Euphoria,1076410
6432,Logic ,Slave,1076387
6433,John Denver ,We Wish You A Merry Christmas,1076337
6434,Lady Gaga ,1000 Doves,1075670
6435,Rodney Atkins ,Caught Up In The Country,1073952
6436,Imagine Dragons ,Gold,1073629
6437,Peggy Lee ,The Christmas List,1073140
6438,Taylor Swift ,Dancing With Our Hands Tied,1073045
6439,Young Thug ,Day Before,1071185
6440,ZAYN ,TiO,1070119
6441,Drake ,I Get Lonely,1069864
6442,Perry Como ,Christmas Dream,1069179
6443,A$AP Ferg ,Value,1068612
6444,Luke Combs ,Tomorrow Me,1068611
6445,A$AP Rocky ,Kids Turned Out Fine,1067802
6446,Lana Del Rey ,In My Feelings,1067696
6447,$uicideboy$ ,NEW PROFILE PIC,1067497
6448,Aminé ,Compensating,1066062
6449,ScHoolboy Q ,Water,1065903
6450,Martin Garrix ,High On Life,1065658
6451,Mumford & Sons ,Hot Gates,1065261
6452,Bryson Tiller ,Sorrows,1064701
6453,Ozuna ,Me Dijeron,1063604
6454,Shawn Mendes ,Patience,1062133
6455,Conan Gray ,Telepath,1061855
6456,G,Eazy  Don't Let Me Go,1061651
6457,Ellie Goulding ,Army,1061415
6458,Chance the Rapper ,Sun Come Down,1060411
6459,The Lumineers ,BRIGHTSIDE,1059011
6460,Dreamville ,Self Love,1058760
6461,Cash Cash ,Finest Hour,1057403
6462,G,Eazy  Everything Will Be OK,1057166
6463,Dua Lipa ,Good In Bed,1056825
6464,Jack Harlow ,State Fair,1056690
6465,Jack Johnson ,Better Together,1056317
6466,Vince Guaraldi Trio ,Christmas Time Is Here  Instrumental,1055348
6467,NAV ,My Business,1055319
6468,Shawn Mendes ,Ruin,1054881
6469,Migos ,Light It Up,1054711
6470,BLACKPINK ,Yeah Yeah Yeah,1054526
6471,Logic ,America,1054179
6472,Polo G ,Through Da Storm,1053593
6473,Bon Iver ,8 (circle),1053528
6474,NF ,TRUST,1053179
6475,A Tribe Called Quest ,Conrad Tokyo,1052965
6476,Ski Mask The Slump God ,So High,1052546
6477,Alesso ,Chasing Stars,1052083
6478,Ozuna ,Ibiza,1050372
6479,G,Eazy  What If,1049699
6480,Tyga ,Bop,1047497
6481,Mumford & Sons ,Guiding Light,1047462
6482,Run–D.M.C. ,Christmas In Hollis,1046465
6483,A$AP Rocky ,Hun43rd,1046461
6484,Polo G ,Fame & Riches,1046057
6485,$uicideboy$ ,"No Matter Which Direction I'm Going In, I Never Chase These Hoes",1045650
6486,SZA ,Supermodel,1045370
6487,AronChupa ,I'm an Albatraoz,1045285
6488,HSM ,Purpose,1044541
6489,Ariana Grande ,Leave Me Lonely,1044345
6490,Rich The Kid ,Mo Paper,1044093
6491,Future ,Call the Coroner,1043555
6492,Lil Yachty ,MICKEY,1043284
6493,AJR ,3 O'Clock Things,1043107
6494,Lady Gaga ,John Wayne,1043008
6495,Frank Sinatra ,Silent Night  Remastered,1042271
6496,Steve Aoki ,All Night,1041886
6497,Future ,Unicorn Purp,1041125
6498,Cordae ,Super,1040908
6499,Imagine Dragons ,I’ll Make It Up To You,1040611
6500,NF ,Nate,1039735
6501,Future ,Testify,1039240
6502,NAV ,Saint Laurenttt,1038799
6503,Lil Baby ,Okay,1038670
6504,$uicideboy$ ,"If SelfDestruction Was an Olympic Event, I’d Be Tonya Harding",1038653
6505,Future ,Faceshot,1038385
6506,Nas ,Adam and Eve,1038376
6507,ILOVEMAKONNEN ,Tuesday,1037302
6508,Ozuna ,Aura,1036630
6509,Alicia Keys ,In Common,1035563
6510,Trippie Redd ,Be Yourself,1034968
6511,Justin Timberlake ,SexyBack,1034949
6512,Future ,Blow a Bag,1034429
6513,SNBRN ,Raindrops,1034241
6514,Lil Yachty ,COUNT ME IN,1033725
6515,A$AP Rocky ,Pharsyde,1032871
6516,Joey Bada$$ ,ROCKABYE BABY,1032696
6517,Aminé ,Spice Girl,1031727
6518,J Balvin ,CUIDAO POR AHÍ,1031129
6519,Childish Gambino ,Baby Boy,1030993
6520,Ariana Grande ,Bad Decisions,1030776
6521,Bass Santana ,Make Eem Run!,1030372
6522,Young Thug ,Jumped Out the Window,1029410
6523,Coleman Hell ,2 Heads,1029378
6524,Kodak Black ,Pimpin Ain't Eazy,1029079
6525,A Boogie Wit da Hoodie ,B.R.O. (Better Ride Out),1029028
6526,Belly ,Maintain,1028571
6527,Future ,Rockstar Chainz,1028348
6528,Linkin Park ,Crawling,1027829
6529,Megan Thee Stallion ,Freaky Girls,1026874
6530,DJ Scheme ,Buck 50,1026238
6531,Childish Gambino ,Riot,1025606
6532,Sia ,Satisfied,1025577
6533,Nicki Minaj ,Starships,1024954
6534,Kendrick Lamar ,untitled 01 | 08.19.2014.,1024205
6535,Daniel Caesar ,CYANIDE,1023472
6536,K/DA ,THE BADDEST,1022602
6537,David Bowie ,Let's Dance  1999 Remaster,1022431
6538,Bing Crosby ,Let's Start The New Year Off Right,1021756
6539,Lana Del Rey ,Happiness is a butterfly,1020556
6540,NF ,Only,1019781
6541,Cole Swindell ,You Should Be Here,1019367
6542,Ariana Grande ,December,1019207
6543,Lil Uzi Vert ,Skir Skirr,1017714
6544,Big Sean ,Savage Time (& Metro Boomin),1017576
6545,Logic ,Heard Em Say,1017058
6546,Anne,Marie  Birthday,1016818
6547,Bruno Mars ,Just the Way You Are,1016697
6548,Meek Mill ,Offended,1015737
6549,Young Thug ,Circle of Bosses,1013930
6550,Taylor Swift ,Love Story,1013743
6551,Summer Walker ,Body,1012613
6552,Lil Wayne ,Clap For Em,1011351
6553,Hozier ,Angel of Small Death and the Codeine Scene,1011296
6554,NAV ,Dead Shot,1009486
6555,Future ,She Never Been To Pluto,1009314
6556,J. Cole ,Note to Self,1008586
6557,NAV ,Run It Up,1007835
6558,Trippie Redd ,Til The End of Time,1007034
6559,Nas ,Bonjour,1006974
6560,Bing Crosby ,Frosty The Snowman,1006786
6561,Jameson Rodgers ,Some Girls,1006120
6562,Meek Mill ,Believe,1004296
6563,Sam Smith ,The Lighthouse Keeper,1004274
6564,Ariana Grande ,My Everything,1004139
6565,DJ Khaled ,NO SECRET,1003373
6566,NF ,Returns,1003081
6567,NF ,DRIFTING,1002763
6568,Bryson Tiller ,You Got It,1000563
6569,Ariana Grande ,Touch It,1000250
6570,Juice WRLD ,Scared Of Love,997830
6571,Imagine Dragons ,Rise Up,997546
6572,Quality Control ,Intro,995782
6573,Roddy Ricch ,Stop Breathing,994762
6574,Future ,No Issue,994632
6575,$uicideboy$ ,5 Grand at 8 to 1,994271
6576,Lil Wayne ,Trust Nobody (ft. Adam Levine),994108
6577,21 Savage ,Money Convo,993664
6578,Wale ,Routine,993246
6579,42 Dugg ,Maybach,992656
6580,Lil Nas X ,Bring U Down,991565
6581,A Tribe Called Quest ,Solid Wall of Sound,991537
6582,Summer Walker ,Closure,989420
6583,Trippie Redd ,Vibes,987408
6584,Oda Kirkwood ,Blurred Lines,985649
6585,Usher ,Crash,984726
6586,Pentatonix ,"O Come, All Ye Faithful",984593
6587,21 Savage ,7 Min Freestyle,984186
6588,BLACKPINK ,The Happiest Girl,983971
6589,Migos ,Roadrunner,982764
6590,David Bowie ,Life On Mars?  1999 Remastered Version,982597
6591,One Direction ,Story of My Life,981540
6592,BROCKHAMPTON ,COUNT ON ME,981443
6593,Pop Smoke ,Welcome To The Party,979598
6594,Roy Woods ,Instinct,979411
6595,Sam Hunt ,2016,979094
6596,Halsey ,clementine,978609
6597,Twenty One Pilots ,Doubt,978387
6598,Yo Gotti ,They Like,978318
6599,Hotboii ,Nobody Special,977903
6600,Maggie Rogers ,Alaska,977640
6601,Juice WRLD ,I'll Be Fine,976645
6602,Selena Gomez ,Let Me Get Me,976239
6603,Juice WRLD ,Candles,975969
6604,Marshmello ,Proud,975444
6605,Tyga ,Legendary,975425
6606,Childish Gambino ,Stand Tall,973981
6607,Lil Pump ,Iced Out,973317
6608,Lou Monte ,Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],972418
6609,Melanie Martinez ,The Principal,972134
6610,Hozier ,Like Real People Do,971979
6611,Fifth Harmony ,Write On Me,971745
6612,Polo G ,Wishing For A Hero,971703
6613,Johnny Mathis ,It's Beginning to Look Like Christmas,971412
6614,Nicki Minaj ,All Things Go,971326
6615,SZA ,2AM,971220
6616,TLC ,No Scrubs,970474
6617,Future ,Fly Shit Only,969504
6618,Young Thug ,Icey,969373
6619,Moneybagg Yo ,GO!,968909
6620,Miguel ,Come Through and Chill,968314
6621,Taylor Swift ,Bad Blood,968043
6622,A Tribe Called Quest ,Dis Generation,967894
6623,$uicideboy$ ,Sorry for the Delay,967649
6624,Future ,Stick to the Models,966447
6625,Wiz Khalifa ,Elevated,966116
6626,Labrinth ,I'm Tired,965809
6627,Don Toliver ,XSCAPE,965645
6628,The Beatles ,Here Comes The Sun  Remastered 2009,965388
6629,Van Halen ,Jump  2015 Remaster,962927
6630,NLE Choppa ,I.Y.B.,962574
6631,2 Chainz ,Realize,962528
6632,Post Malone ,Leave,960943
6633,Van Halen ,Runnin' with the Devil  2015 Remaster,960529
6634,Brett Eldredge ,Christmas Time Is Here,960367
6635,Beyoncé ,Sandcastles,960188
6636,Eminem ,Chloraseptic,959917
6637,Future ,Hallucinating,959704
6638,YoungBoy Never Broke Again ,Bad Morning,959413
6639,Panic! At The Disco ,Impossible Year,959316
6640,Kane Brown ,Cool Again,958517
6641,Trippie Redd ,U Deserve It,957128
6642,Michael Ray ,Kiss You In The Morning,956713
6643,The Beatles ,Hey Jude  Remastered 2015,956614
6644,Trippie Redd ,I Try,955301
6645,Bon Iver ,22 (OVER S∞∞N),954598
6646,Juice WRLD ,Rich And Blind,954242
6647,BTS ,So What,953890
6648,Travis Scott ,Pray 4 Love,953061
6649,Lil Yachty ,Harley,952942
6650,Hannah Kerr ,Winter Wonderland,952548
6651,The Kid LAROI ,NOT FAIR,952022
6652,Van Halen ,Panama  2015 Remaster,951977
6653,Electric Light Orchestra ,Mr. Blue Sky,951478
6654,The Lumineers ,Sleep On The Floor,951437
6655,Luke Combs ,New Every Day,950117
6656,Jessie Murph ,Pray,950044
6657,Lil Uzi Vert ,CIGARETTE,949390
6658,Big Sean ,Deep,948444
6659,Zendaya ,Something New,948199
6660,Lil Pump ,Ok,945891
6661,Wiz Khalifa ,Cowboy,945600
6662,Shaggy ,It Wasn't Me,944191
6663,Fuerza Regida ,Bebe Dame,943686
6664,La La Land Cast ,Another Day Of Sun,943206
6665,DJ Khaled ,Iced Out My Arms,942873
6666,Nat King Cole ,O Little Town Of Bethlehem,941874
6667,$uicideboy$ ,BUCKHEAD,941683
6668,Theophilus London ,Can't Stop,940636
6669,Quavo ,Nothing Changed,939743
6670,Jordan Smith ,GrownUp Christmas List,939299
6671,Kalin and Myles ,Trampoline,937874
6672,Miike Snow ,Genghis Khan,937288
6673,Ariana Grande ,Sometimes,936484
6674,Sabrina Carpenter ,because i liked a boy,935583
6675,Lady Gaga ,Bad Romance,935170
6676,Arctic Monkeys ,There’d Better Be A Mirrorball,934873
6677,David Guetta ,Titanium,934755
6678,The Beatles ,Yesterday  Remastered,934187
6679,Fiona Apple ,I Want You To Love Me,933944
6680,Blueface ,Bussin,933608
6681,Brittany Howard ,Stay High  Childish Gambino Version,932878
6682,iSHi ,Push It,932793
6683,Quavo ,CHAMPAGNE ROSÉ,932334
6684,Yeat ,3G,932273
6685,Ski Mask The Slump God ,Reborn To Rebel,930922
6686,Big Sean ,"Win Some, Lose Some",930483
6687,Eminem ,Zeus,930402
6688,Shakira ,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],928604
6689,J Balvin ,ODIO,928124
6690,Juice WRLD ,Juice WRLD Speaks 2,928035
6691,NLE Choppa ,Too Hot,927573
6692,Justin Timberlake ,Sauce,927423
6693,BLACKPINK ,Tally,926116
6694,Migos ,Top Down On Da NAWF,925999
6695,Childish Gambino ,19.10,925164
6696,Trippie Redd ,Kid That Kidd,924620
6697,Sasha Alex Sloan ,when was it over?,924347
6698,Juice WRLD ,Juice WRLD Speaks,921057
6699,BTS ,dimple,920484
6700,City Girls ,Jobs,920041
6701,Ski Mask The Slump God ,Adults Swim,918104
6702,Tom Petty and the Heartbreakers ,Breakdown,917978
6703,G,Eazy  Pray For Me,917383
6704,Mason Ramsey ,Before I Knew It,916748
6705,Lana Del Rey ,Music To Watch Boys To,916614
6706,Machine Gun Kelly ,more than life,916254
6707,Big Gigantic ,All of Me,915094
6708,Foudeqush ,Con La Brisa,914742
6709,Lil Baby ,Man of my Word,914293
6710,David Bowie ,Lazarus,913716
6711,Luke Combs ,Every Little Bit Helps,913158
6712,Luke Combs ,Dear Today,913056
6713,Rae Sremmurd ,Buckets,912408
6714,One Direction ,Clouds,912222
6715,Luke Combs ,"Going, Going, Gone",911259
6716,Bill Withers ,Ain't No Sunshine,910716
6717,Kygo ,The Truth,910448
6718,Trippie Redd ,Throw It Away,909717
6719,Mother Mother ,Hayloft II,909222
6720,Rich The Kid ,Plug Walk,908141
6721,Lana Del Rey ,Beautiful People Beautiful Problems,908097
6722,NAV ,Recap,906882
6723,A$AP Rocky ,Brotha Man,906640
6724,Lil Uzi Vert ,Space Cadet,905636
6725,Internet Money ,Flossin’,904916
6726,A Boogie Wit da Hoodie ,Come Closer,904810
6727,Playboi Carti ,JumpOutTheHouse,904440
6728,Alabama Shakes ,Don't Wanna Fight,903482
6729,Young Thug ,Gang Up,902538
6730,Justin Bieber ,Backpack,902538
6731,Nicki Minaj ,The Crying Game,902518
6732,Chad Focus ,Get to the Money,900933
6733,The Beatles ,Come Together  Remastered,900820
6734,Rick Ross ,Dead Presidents,899688
6735,Kehlani ,Feels,899398
6736,G,Eazy  But A Dream,899011
6737,Edward Sharpe & The Magnetic Zeros ,Home,898347
6738,One Direction ,Spaces,898344
6739,Lil Pump ,Crazy,898203
6740,Maroon 5 ,Lost,897076
6741,Drake ,Jodeci Freestyle,896821
6742,Drakeo the Ruler ,Talk To Me,895816
6743,Future ,Real Sisters,895346
6744,Mumford & Sons ,BroadShouldered Beasts,895272
6745,Summer Walker ,Something Real,894946
6746,Miranda Lambert ,Bluebird,894836
6747,Future ,RED LIGHT,893285
6748,AWOLNATION ,I'm On Fire,893140
6749,BTS ,Intro: Serendipity,892805
6750,MGMT ,Little Dark Age,891987
6751,Machine Gun Kelly ,twin flame,891801
6752,KIDS SEE GHOSTS ,Feel The Love,890235
6753,Edward Sharpe & The Magnetic Zeros ,Home  2019  Remaster,890183
6754,Lana Del Rey ,White Mustang,889957
6755,Future ,Real Love,889885
6756,Gunna ,Yao Ming,889688
6757,Lin,"Manuel Miranda  Aaron Burr, Sir",889218
6758,One Direction ,Act My Age,887583
6759,Itzyungbaby ,Feelins,887457
6760,j,hope  Arson,887355
6761,Eminem ,Black Magic,887305
6762,6ix9ine ,WONDO,885562
6763,Trippie Redd ,How You Feel,885419
6764,Lil Yachty ,Flex Up,885227
6765,ZAYN ,rEaR vIeW,883607
6766,Arctic Monkeys ,Four Out Of Five,882432
6767,Trippie Redd ,Oomps Revenge,882149
6768,George Michael ,Careless Whisper,879063
6769,J Balvin ,COMO UN BEBÉ,878836
6770,Afrojack ,SummerThing!,878324
6771,A Boogie Wit da Hoodie ,Vroom Vroom,876904
6772,BTS ,Pied Piper,876050
6773,Aretha Franklin ,I Say a Little Prayer,875998
6774,YNW Melly ,Best Friends 4L,875712
6775,Future ,DOH DOH,874481
6776,G,Eazy  Sad Boy,874220
6777,Lady Gaga ,Dancin' In Circles,874173
6778,Chedda Da Connect ,Flicka Da Wrist,874093
6779,XXXTENTACION ,Looking for a Star,873942
6780,Camila Cabello ,Inside Out,873934
6781,YG ,TOO COCKY,873402
6782,Offset ,North Star,873005
6783,Selena Gomez ,Revival,872354
6784,Sebastian Yatra ,Pareja Del Año,872269
6785,Lil Baby ,My Jeans (Lil Baby & Gunna feat. Young Thug),871456
6786,Panic! At The Disco ,The Greatest Show,870750
6787,Rich Brian ,Gospel,870656
6788,The 7 Dimensions ,Faygo,870023
6789,Polo G ,Unapologetic,869864
6790,Lana Del Rey ,Let Me Love You Like A Woman,869680
6791,Lil Durk ,The Voice,869418
6792,Calvin Harris ,New To You,868597
6793,Romeo Santos ,Sin Fin,868369
6794,$uicideboy$ ,Champagne Face,868365
6795,Nipsey Hussle ,Victory Lap,868105
6796,Dixie ,Be Happy,867127
6797,MisterWives ,Our Own House,867033
6798,Jung Kook ,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],866620
6799,Gunna ,GIMMICK,866443
6800,XXXTENTACION ,RIP Roach,866208
6801,Logic ,Waiting Room,866207
6802,Camila Cabello ,Something's Gotta Give,865940
6803,Frank Sinatra ,The Christmas Waltz  Remastered,865838
6804,NF ,THAT'S A JOKE,865349
6805,Jnr Choi ,TO THE MOON,864655
6806,Lil Tecca ,Our Time,863776
6807,Dermot Kennedy ,Outnumbered,862888
6808,Twenty One Pilots ,Polarize,862658
6809,Run The Jewels ,holy calamafuck,862618
6810,G,Eazy  Think About You,861139
6811,Kygo ,Undeniable,860670
6812,Bankrol Hayden ,Costa Rica,858659
6813,J Balvin ,Morado,858456
6814,Tove Lo ,True Disaster,856647
6815,Michael Bublé ,Santa Baby,855895
6816,Young Stoner Life ,That Go!,855702
6817,Big Sean ,Dark Sky (Skyscrapers),855017
6818,Morgan Wallen ,Bandaid On A Bullet Hole  Bonus,854004
6819,Vince Staples ,Yeah Right,853443
6820,IU ,eight(Prod.&Feat. SUGA of BTS),853331
6821,grandson ,Blood // Water,853042
6822,Bryson Tiller ,We Both Know,852798
6823,Sublime ,Santeria,852382
6824,King Von ,Straight To It,850931
6825,Halsey ,Bells in Santa Fe,850082
6826,Aminé ,REEL IT IN,849504
6827,NLE Choppa ,Push It,849114
6828,Jake Owen ,I Was Jack (You Were Diane),847757
6829,Lil Wayne ,Stop Playin With Me,843891
6830,James Blake ,I Need A Forest Fire,843520
6831,Mumford & Sons ,There Will Be Time,842620
6832,A Boogie Wit da Hoodie ,Cinderella Story,841717
6833,JoJo ,Fuck Apologies,841325
6834,The Game ,On Me,840998
6835,A$AP Rocky ,Better Things,840892
6836,Blake Shelton ,Nobody But You (Duet with Gwen Stefani),839774
6837,Logic ,City Of Stars,839321
6838,Carrie Underwood ,Smoke Break,838464
6839,Fetty Wap ,Like A Star,837928
6840,Run The Jewels ,walking in the snow,837193
6841,Brett Eldredge ,Somethin' I'm Good At,836278
6842,Taylor Swift ,it’s time to go  bonus track,835724
6843,LÉON ,Tired of Talking,835587
6844,Nipsey Hussle ,Blue Laces 2,835359
6845,Enrique Iglesias ,SUBEME LA RADIO,835035
6846,Denzel Curry ,RICKY,834052
